t,s
0.01494,3.862014751956993e-05
0.01495,3.863307044029954e-05
0.01496,3.8645989039704357e-05
0.01497,3.8658903322116525e-05
0.01498,3.867181329186097e-05
0.01499,3.86847189532554e-05
0.015,3.869762031061032e-05
0.01501,3.871051736822905e-05
0.01502,3.872341013040775e-05
0.01503,3.873629860143544e-05
0.01504,3.874918278559396e-05
0.01505,3.8762062687158096e-05
0.01506,3.87749383103955e-05
0.01507,3.878780965956675e-05
0.01508,3.880067673892535e-05
0.01509,3.8813539552717753e-05
0.0151,3.882639810518338e-05
0.01511,3.883925240055466e-05
0.01512,3.885210244305697e-05
0.01513,3.886494823690874e-05
0.01514,3.887778978632143e-05
0.01515,3.8890627095499526e-05
0.01516,3.890346016864058e-05
0.01517,3.891628900993525e-05
0.01518,3.892911362356726e-05
0.01519,3.894193401371345e-05
0.0152,3.8954750184543805e-05
0.01521,3.896756214022143e-05
0.01522,3.8980369884902597e-05
0.01523,3.899317342273675e-05
0.01524,3.9005972757866543e-05
0.01525,3.90187678944278e-05
0.01526,3.9031558836549586e-05
0.01527,3.9044345588354206e-05
0.01528,3.905712815395722e-05
0.01529,3.9069906537467436e-05
0.0153,3.908268074298696e-05
0.01531,3.909545077461118e-05
0.01532,3.910821663642883e-05
0.01533,3.912097833252195e-05
0.01534,3.913373586696591e-05
0.01535,3.914648924382948e-05
0.01536,3.915923846717477e-05
0.01537,3.917198354105728e-05
0.01538,3.9184724469525945e-05
0.01539,3.919746125662309e-05
0.0154,3.9210193906384485e-05
0.01541,3.922292242283935e-05
0.01542,3.9235646810010364e-05
0.01543,3.92483670719137e-05
0.01544,3.9261083212559e-05
0.01545,3.9273795235949447e-05
0.01546,3.9286503146081707e-05
0.01547,3.929920694694602e-05
0.01548,3.931190664252617e-05
0.01549,3.93246022367995e-05
0.0155,3.933729373373693e-05
0.01551,3.934998113730299e-05
0.01552,3.9362664451455825e-05
0.01553,3.937534368014719e-05
0.01554,3.9388018827322476e-05
0.01555,3.940068989692075e-05
0.01556,3.941335689287472e-05
0.01557,3.942601981911081e-05
0.01558,3.94386786795491e-05
0.01559,3.945133347810342e-05
0.0156,3.94639842186813e-05
0.01561,3.947663090518401e-05
0.01562,3.9489273541506585e-05
0.01563,3.950191213153782e-05
0.01564,3.951454667916029e-05
0.01565,3.952717718825037e-05
0.01566,3.953980366267823e-05
0.01567,3.955242610630789e-05
0.01568,3.956504452299718e-05
0.01569,3.9577658916597775e-05
0.0157,3.959026929095525e-05
0.01571,3.9602875649909026e-05
0.01572,3.961547799729242e-05
0.01573,3.9628076336932666e-05
0.01574,3.96406706726509e-05
0.01575,3.9653261008262205e-05
0.01576,3.9665847347575603e-05
0.01577,3.9678429694394075e-05
0.01578,3.969100805251457e-05
0.01579,3.9703582425728024e-05
0.0158,3.971615281781938e-05
0.01581,3.9728719232567576e-05
0.01582,3.97412816737456e-05
0.01583,3.975384014512045e-05
0.01584,3.97663946504532e-05
0.01585,3.977894519349899e-05
0.01586,3.9791491778007e-05
0.01587,3.980403440772055e-05
0.01588,3.981657308637704e-05
0.01589,3.982910781770798e-05
0.0159,3.984163860543903e-05
0.01591,3.985416545328998e-05
0.01592,3.986668836497478e-05
0.01593,3.987920734420154e-05
0.01594,3.989172239467257e-05
0.01595,3.9904233520084356e-05
0.01596,3.991674072412759e-05
0.01597,3.9929244010487214e-05
0.01598,3.994174338284237e-05
0.01599,3.995423884486644e-05
0.016,3.9966730400227106e-05
0.01601,3.997921805258627e-05
0.01602,3.999170180560016e-05
0.01603,4.0004181662919264e-05
0.01604,4.0016657628188394e-05
0.01605,4.002912970504669e-05
0.01606,4.0041597897127605e-05
0.01607,4.005406220805896e-05
0.01608,4.00665226414629e-05
0.01609,4.007897920095599e-05
0.0161,4.009143189014911e-05
0.01611,4.01038807126476e-05
0.01612,4.011632567205116e-05
0.01613,4.012876677195393e-05
0.01614,4.014120401594447e-05
0.01615,4.015363740760579e-05
0.01616,4.016606695051536e-05
0.01617,4.017849264824509e-05
0.01618,4.019091450436139e-05
0.01619,4.0203332522425184e-05
0.0162,4.021574670599184e-05
0.01621,4.022815705861127e-05
0.01622,4.024056358382793e-05
0.01623,4.025296628518078e-05
0.01624,4.0265365166203375e-05
0.01625,4.0277760230423766e-05
0.01626,4.0290151481364645e-05
0.01627,4.030253892254323e-05
0.01628,4.031492255747138e-05
0.01629,4.032730238965555e-05
0.0163,4.033967842259679e-05
0.01631,4.03520506597908e-05
0.01632,4.036441910472794e-05
0.01633,4.03767837608932e-05
0.01634,4.038914463176624e-05
0.01635,4.04015017208214e-05
0.01636,4.041385503152771e-05
0.01637,4.042620456734889e-05
0.01638,4.043855033174338e-05
0.01639,4.0450892328164356e-05
0.0164,4.046323056005969e-05
0.01641,4.0475565030872034e-05
0.01642,4.0487895744038785e-05
0.01643,4.0500222702992104e-05
0.01644,4.0512545911158924e-05
0.01645,4.0524865371960986e-05
0.01646,4.053718108881481e-05
0.01647,4.0549493065131754e-05
0.01648,4.056180130431796e-05
0.01649,4.057410580977446e-05
0.0165,4.0586406584897065e-05
0.01651,4.0598703633076494e-05
0.01652,4.0610996957698314e-05
0.01653,4.062328656214295e-05
0.01654,4.063557244978576e-05
0.01655,4.064785462399695e-05
0.01656,4.066013308814166e-05
0.01657,4.0672407845579974e-05
0.01658,4.068467889966686e-05
0.01659,4.069694625375227e-05
0.0166,4.070920991118108e-05
0.01661,4.072146987529314e-05
0.01662,4.073372614942328e-05
0.01663,4.074597873690129e-05
0.01664,4.0758227641051996e-05
0.01665,4.077047286519519e-05
0.01666,4.078271441264571e-05
0.01667,4.07949522867134e-05
0.01668,4.0807186490703154e-05
0.01669,4.0819417027914896e-05
0.0167,4.0831643901643636e-05
0.01671,4.084386711517942e-05
0.01672,4.085608667180739e-05
0.01673,4.0868302574807775e-05
0.01674,4.088051482745591e-05
0.01675,4.089272343302223e-05
0.01676,4.090492839477229e-05
0.01677,4.091712971596677e-05
0.01678,4.09293273998615e-05
0.01679,4.094152144970746e-05
0.0168,4.0953711868750795e-05
0.01681,4.096589866023278e-05
0.01682,4.0978081827389936e-05
0.01683,4.0990261373453905e-05
0.01684,4.1002437301651594e-05
0.01685,4.1014609615205074e-05
0.01686,4.102677831733166e-05
0.01687,4.10389434112439e-05
0.01688,4.105110490014954e-05
0.01689,4.106326278725163e-05
0.0169,4.107541707574845e-05
0.01691,4.108756776883356e-05
0.01692,4.109971486969578e-05
0.01693,4.111185838151926e-05
0.01694,4.1123998307483405e-05
0.01695,4.113613465076295e-05
0.01696,4.114826741452796e-05
0.01697,4.11603966019438e-05
0.01698,4.1172522216171176e-05
0.01699,4.118464426036617e-05
0.017,4.119676273768019e-05
0.01701,4.120887765126002e-05
0.01702,4.122098900424783e-05
0.01703,4.123309679978115e-05
0.01704,4.124520104099295e-05
0.01705,4.1257301731011556e-05
0.01706,4.1269398872960724e-05
0.01707,4.1281492469959635e-05
0.01708,4.129358252512292e-05
0.01709,4.130566904156062e-05
0.0171,4.131775202237825e-05
0.01711,4.1329831470676785e-05
0.01712,4.134190738955265e-05
0.01713,4.135397978209777e-05
0.01714,4.136604865139954e-05
0.01715,4.137811400054087e-05
0.01716,4.139017583260017e-05
0.01717,4.1402234150651363e-05
0.01718,4.141428895776389e-05
0.01719,4.142634025700276e-05
0.0172,4.143838805142847e-05
0.01721,4.1450432344097126e-05
0.01722,4.1462473138060344e-05
0.01723,4.147451043636535e-05
0.01724,4.1486544242054935e-05
0.01725,4.149857455816746e-05
0.01726,4.1510601387736926e-05
0.01727,4.1522624733792896e-05
0.01728,4.1534644599360575e-05
0.01729,4.1546660987460775e-05
0.0173,4.155867390110996e-05
0.01731,4.157068334332022e-05
0.01732,4.1582689317099294e-05
0.01733,4.159469182545059e-05
0.01734,4.160669087137319e-05
0.01735,4.1618686457861834e-05
0.01736,4.1630678587906955e-05
0.01737,4.164266726449468e-05
0.01738,4.165465249060686e-05
0.01739,4.166663426922102e-05
0.0174,4.167861260331042e-05
0.01741,4.169058749584405e-05
0.01742,4.1702558949786664e-05
0.01743,4.171452696809871e-05
0.01744,4.172649155373642e-05
0.01745,4.1738452709651795e-05
0.01746,4.1750410438792604e-05
0.01747,4.176236474410238e-05
0.01748,4.177431562852045e-05
0.01749,4.1786263094981954e-05
0.0175,4.179820714641782e-05
0.01751,4.1810147785754786e-05
0.01752,4.1822085015915444e-05
0.01753,4.1834018839818174e-05
0.01754,4.1845949260377216e-05
0.01755,4.1857876280502664e-05
0.01756,4.1869799903100444e-05
0.01757,4.1881720131072376e-05
0.01758,4.189363696731612e-05
0.01759,4.190555041472524e-05
0.0176,4.191746047618917e-05
0.01761,4.192936715459326e-05
0.01762,4.194127045281875e-05
0.01763,4.1953170373742786e-05
0.01764,4.1965066920238464e-05
0.01765,4.1976960095174775e-05
0.01766,4.198884990141666e-05
0.01767,4.2000736341825016e-05
0.01768,4.201261941925668e-05
0.01769,4.202449913656445e-05
0.0177,4.2036375496597095e-05
0.01771,4.204824850219937e-05
0.01772,4.206011815621201e-05
0.01773,4.207198446147172e-05
0.01774,4.2083847420811234e-05
0.01775,4.209570703705929e-05
0.01776,4.210756331304064e-05
0.01777,4.211941625157605e-05
0.01778,4.213126585548233e-05
0.01779,4.214311212757233e-05
0.0178,4.215495507065494e-05
0.01781,4.216679468753511e-05
0.01782,4.217863098101386e-05
0.01783,4.219046395388827e-05
0.01784,4.220229360895149e-05
0.01785,4.221411994899278e-05
0.01786,4.222594297679749e-05
0.01787,4.223776269514705e-05
0.01788,4.2249579106819026e-05
0.01789,4.226139221458708e-05
0.0179,4.2273202021221014e-05
0.01791,4.2285008529486754e-05
0.01792,4.2296811742146356e-05
0.01793,4.230861166195805e-05
0.01794,4.23204082916762e-05
0.01795,4.2332201634051334e-05
0.01796,4.2343991691830154e-05
0.01797,4.235577846775554e-05
0.01798,4.236756196456656e-05
0.01799,4.237934218499845e-05
0.018,4.239111913178269e-05
0.01801,4.2402892807646916e-05
0.01802,4.241466321531503e-05
0.01803,4.242643035750711e-05
0.01804,4.2438194236939476e-05
0.01805,4.2449954856324705e-05
0.01806,4.246171221837161e-05
0.01807,4.247346632578523e-05
0.01808,4.248521718126688e-05
0.01809,4.249696478751415e-05
0.0181,4.250870914722088e-05
0.01811,4.252045026307721e-05
0.01812,4.2532188137769556e-05
0.01813,4.254392277398063e-05
0.01814,4.255565417438946e-05
0.01815,4.256738234167135e-05
0.01816,4.257910727849795e-05
0.01817,4.259082898753721e-05
0.01818,4.260254747145342e-05
0.01819,4.261426273290722e-05
0.0182,4.262597477455557e-05
0.01821,4.2637683599051794e-05
0.01822,4.264938920904557e-05
0.01823,4.266109160718296e-05
0.01824,4.267279079610635e-05
0.01825,4.2684486778454554e-05
0.01826,4.2696179556862745e-05
0.01827,4.27078691339625e-05
0.01828,4.27195555123818e-05
0.01829,4.2731238694745e-05
0.0183,4.2742918683672916e-05
0.01831,4.275459548178275e-05
0.01832,4.276626909168815e-05
0.01833,4.277793951599917e-05
0.01834,4.278960675732235e-05
0.01835,4.280127081826063e-05
0.01836,4.2812931701413445e-05
0.01837,4.282458940937665e-05
0.01838,4.283624394474261e-05
0.01839,4.2847895310100124e-05
0.0184,4.285954350803451e-05
0.01841,4.2871188541127545e-05
0.01842,4.288283041195752e-05
0.01843,4.289446912309921e-05
0.01844,4.290610467712391e-05
0.01845,4.2917737076599424e-05
0.01846,4.292936632409008e-05
0.01847,4.2940992422156734e-05
0.01848,4.295261537335678e-05
0.01849,4.296423518024414e-05
0.0185,4.297585184536929e-05
0.01851,4.298746537127926e-05
0.01852,4.299907576051765e-05
0.01853,4.3010683015624605e-05
0.01854,4.302228713913687e-05
0.01855,4.303388813358774e-05
0.01856,4.3045486001507144e-05
0.01857,4.3057080745421543e-05
0.01858,4.306867236785403e-05
0.01859,4.3080260871324306e-05
0.0186,4.309184625834867e-05
0.01861,4.3103428531440067e-05
0.01862,4.311500769310803e-05
0.01863,4.312658374585873e-05
0.01864,4.313815669219501e-05
0.01865,4.3149726534616326e-05
0.01866,4.3161293275618785e-05
0.01867,4.3172856917695154e-05
0.01868,4.318441746333486e-05
0.01869,4.319597491502401e-05
0.0187,4.320752927524538e-05
0.01871,4.3219080546478417e-05
0.01872,4.323062873119926e-05
0.01873,4.324217383188078e-05
0.01874,4.325371585099248e-05
0.01875,4.3265254791000594e-05
0.01876,4.327679065436811e-05
0.01877,4.328832344355468e-05
0.01878,4.329985316101671e-05
0.01879,4.331137980920732e-05
0.0188,4.332290339057638e-05
0.01881,4.333442390757049e-05
0.01882,4.334594136263301e-05
0.01883,4.3357455758204056e-05
0.01884,4.33689670967205e-05
0.01885,4.338047538061596e-05
0.01886,4.3391980612320876e-05
0.01887,4.340348279426242e-05
0.01888,4.341498192886456e-05
0.01889,4.342647801854807e-05
0.0189,4.3437971065730516e-05
0.01891,4.3449461072826264e-05
0.01892,4.3460948042246474e-05
0.01893,4.3472431976399136e-05
0.01894,4.348391287768907e-05
0.01895,4.349539074851789e-05
0.01896,4.3506865591284074e-05
0.01897,4.351833740838292e-05
0.01898,4.35298062022066e-05
0.01899,4.3541271975144075e-05
0.019,4.355273472958121e-05
0.01901,4.356419446790073e-05
0.01902,4.35756511924822e-05
0.01903,4.3587104905702074e-05
0.01904,4.359855560993369e-05
0.01905,4.361000330754727e-05
0.01906,4.3621448000909896e-05
0.01907,4.3632889692385585e-05
0.01908,4.364432838433525e-05
0.01909,4.365576407911669e-05
0.0191,4.3667196779084605e-05
0.01911,4.367862648659067e-05
0.01912,4.369005320398343e-05
0.01913,4.3701476933608384e-05
0.01914,4.371289767780796e-05
0.01915,4.372431543892152e-05
0.01916,4.3735730219285396e-05
0.01917,4.374714202123285e-05
0.01918,4.37585508470941e-05
0.01919,4.376995669919634e-05
0.0192,4.378135957986372e-05
0.01921,4.3792759491417386e-05
0.01922,4.380415643617544e-05
0.01923,4.381555041645298e-05
0.01924,4.38269414345621e-05
0.01925,4.383832949281186e-05
0.01926,4.3849714593508376e-05
0.01927,4.386109673895472e-05
0.01928,4.3872475931451e-05
0.01929,4.388385217329434e-05
0.0193,4.389522546677887e-05
0.01931,4.3906595814195794e-05
0.01932,4.3917963217833293e-05
0.01933,4.392932767997663e-05
0.01934,4.394068920290809e-05
0.01935,4.395204778890702e-05
0.01936,4.396340344024982e-05
0.01937,4.3974756159209937e-05
0.01938,4.39861059480579e-05
0.01939,4.3997452809061316e-05
0.0194,4.400879674448485e-05
0.01941,4.4020137756590256e-05
0.01942,4.4031475847636385e-05
0.01943,4.404281101987916e-05
0.01944,4.405414327557161e-05
0.01945,4.406547261696389e-05
0.01946,4.407679904630323e-05
0.01947,4.408812256583398e-05
0.01948,4.409944317779764e-05
0.01949,4.411076088443278e-05
0.0195,4.412207568797515e-05
0.01951,4.4133387590657614e-05
0.01952,4.414469659471015e-05
0.01953,4.4156002702359924e-05
0.01954,4.416730591583122e-05
0.01955,4.417860623734549e-05
0.01956,4.418990366912135e-05
0.01957,4.4201198213374566e-05
0.01958,4.4212489872318094e-05
0.01959,4.422377864816205e-05
0.0196,4.423506454311371e-05
0.01961,4.424634755937759e-05
0.01962,4.4257627699155335e-05
0.01963,4.4268904964645833e-05
0.01964,4.428017935804514e-05
0.01965,4.4291450881546536e-05
0.01966,4.430271953734051e-05
0.01967,4.431398532761475e-05
0.01968,4.4325248254554175e-05
0.01969,4.4336508320340935e-05
0.0197,4.434776552715439e-05
0.01971,4.4359019877171164e-05
0.01972,4.437027137256509e-05
0.01973,4.4381520015507266e-05
0.01974,4.439276580816603e-05
0.01975,4.440400875270697e-05
0.01976,4.441524885129296e-05
0.01977,4.4426486106084094e-05
0.01978,4.4437720519237774e-05
0.01979,4.4448952092908655e-05
0.0198,4.4460180829248674e-05
0.01981,4.447140673040706e-05
0.01982,4.448262979853031e-05
0.01983,4.449385003576224e-05
0.01984,4.4505067444243944e-05
0.01985,4.451628202611383e-05
0.01986,4.45274937835076e-05
0.01987,4.453870271855828e-05
0.01988,4.454990883339621e-05
0.01989,4.456111213014904e-05
0.0199,4.457231261094177e-05
0.01991,4.4583510277896716e-05
0.01992,4.459470513313352e-05
0.01993,4.4605897178769174e-05
0.01994,4.461708641691802e-05
0.01995,4.462827284969174e-05
0.01996,4.463945647919939e-05
0.01997,4.465063730754734e-05
0.01998,4.4661815336839376e-05
0.01999,4.467299056917663e-05
0.02,4.468416300665759e-05
0.02001,4.469533265137814e-05
0.02002,4.4706499505431567e-05
0.02003,4.471766357090848e-05
0.02004,4.472882484989694e-05
0.02005,4.473998334448238e-05
0.02006,4.4751139056747636e-05
0.02007,4.476229198877294e-05
0.02008,4.477344214263595e-05
0.02009,4.4784589520411725e-05
0.0201,4.479573412417275e-05
0.02011,4.4806875955988914e-05
0.02012,4.481801501792756e-05
0.02013,4.482915131205344e-05
0.02014,4.484028484042877e-05
0.02015,4.485141560511316e-05
0.02016,4.486254360816372e-05
0.02017,4.487366885163496e-05
0.02018,4.4884791337578886e-05
0.02019,4.4895911068044937e-05
0.0202,4.490702804508001e-05
0.02021,4.491814227072849e-05
0.02022,4.4929253747032205e-05
0.02023,4.494036247603051e-05
0.02024,4.495146845976017e-05
0.02025,4.4962571700255496e-05
0.02026,4.4973672199548246e-05
0.02027,4.498476995966771e-05
0.02028,4.499586498264062e-05
0.02029,4.500695727049127e-05
0.0203,4.501804682524143e-05
0.02031,4.502913364891038e-05
0.02032,4.504021774351491e-05
0.02033,4.5051299111069354e-05
0.02034,4.5062377753585536e-05
0.02035,4.5073453673072844e-05
0.02036,4.508452687153817e-05
0.02037,4.509559735098593e-05
0.02038,4.510666511341813e-05
0.02039,4.5117730160834276e-05
0.0204,4.5128792495231445e-05
0.02041,4.513985211860425e-05
0.02042,4.515090903294487e-05
0.02043,4.516196324024307e-05
0.02044,4.517301474248613e-05
0.02045,4.5184063541658934e-05
0.02046,4.519510963974393e-05
0.02047,4.520615303872114e-05
0.02048,4.5217193740568196e-05
0.02049,4.522823174726028e-05
0.0205,4.523926706077017e-05
0.02051,4.525029968306827e-05
0.02052,4.5261329616122536e-05
0.02053,4.527235686189857e-05
0.02054,4.528338142235954e-05
0.02055,4.5294403299466255e-05
0.02056,4.530542249517713e-05
0.02057,4.5316439011448205e-05
0.02058,4.532745285023313e-05
0.02059,4.533846401348319e-05
0.0206,4.53494725031473e-05
0.02061,4.536047832117202e-05
0.02062,4.537148146950151e-05
0.02063,4.5382481950077625e-05
0.02064,4.5393479764839846e-05
0.02065,4.540447491572529e-05
0.02066,4.541546740466875e-05
0.02067,4.542645723360267e-05
0.02068,4.543744440445716e-05
0.02069,4.5448428919159985e-05
0.0207,4.5459410779636604e-05
0.02071,4.547038998781013e-05
0.02072,4.548136654560136e-05
0.02073,4.549234045492877e-05
0.02074,4.5503311717708545e-05
0.02075,4.551428033585453e-05
0.02076,4.5525246311278294e-05
0.02077,4.553620964588906e-05
0.02078,4.554717034159382e-05
0.02079,4.5558128400297197e-05
0.0208,4.5569083823901586e-05
0.02081,4.558003661430705e-05
0.02082,4.559098677341141e-05
0.02083,4.560193430311018e-05
0.02084,4.561287920529661e-05
0.02085,4.5623821481861674e-05
0.02086,4.563476113469408e-05
0.02087,4.564569816568028e-05
0.02088,4.565663257670446e-05
0.02089,4.566756436964855e-05
0.0209,4.567849354639223e-05
0.02091,4.568942010881293e-05
0.02092,4.5700344058785835e-05
0.02093,4.57112653981839e-05
0.02094,4.572218412887782e-05
0.02095,4.5733100252736096e-05
0.02096,4.5744013771624955e-05
0.02097,4.575492468740841e-05
0.02098,4.576583300194828e-05
0.02099,4.577673871710415e-05
0.021,4.578764183473336e-05
0.02101,4.5798542356691083e-05
0.02102,4.580944028483026e-05
0.02103,4.5820335621001644e-05
0.02104,4.5831228367053785e-05
0.02105,4.584211852483301e-05
0.02106,4.58530060961835e-05
0.02107,4.5863891082947194e-05
0.02108,4.58747734869639e-05
0.02109,4.588565331007121e-05
0.0211,4.589653055410454e-05
0.02111,4.590740522089715e-05
0.02112,4.59182773122801e-05
0.02113,4.592914683008231e-05
0.02114,4.5940013776130536e-05
0.02115,4.595087815224934e-05
0.02116,4.596173996026117e-05
0.02117,4.5972599201986294e-05
0.02118,4.5983455879242854e-05
0.02119,4.599430999384681e-05
0.0212,4.6005161547612016e-05
0.02121,4.601601054235018e-05
0.02122,4.602685697987084e-05
0.02123,4.6037700861981454e-05
0.02124,4.604854219048732e-05
0.02125,4.605938096719162e-05
0.02126,4.607021719389541e-05
0.02127,4.608105087239764e-05
0.02128,4.609188200449513e-05
0.02129,4.610271059198261e-05
0.0213,4.611353663665266e-05
0.02131,4.612436014029583e-05
0.02132,4.613518110470049e-05
0.02133,4.614599953165297e-05
0.02134,4.615681542293747e-05
0.02135,4.6167628780336135e-05
0.02136,4.617843960562899e-05
0.02137,4.618924790059399e-05
0.02138,4.620005366700703e-05
0.02139,4.621085690664189e-05
0.0214,4.62216576212703e-05
0.02141,4.6232455812661934e-05
0.02142,4.624325148258436e-05
0.02143,4.6254044632803124e-05
0.02144,4.6264835265081685e-05
0.02145,4.6275623381181466e-05
0.02146,4.628640898286182e-05
0.02147,4.629719207188007e-05
0.02148,4.630797264999146e-05
0.02149,4.631875071894923e-05
0.0215,4.6329526280504564e-05
0.02151,4.6340299336406594e-05
0.02152,4.635106988840245e-05
0.02153,4.636183793823721e-05
0.02154,4.6372603487653936e-05
0.02155,4.6383366538393664e-05
0.02156,4.639412709219541e-05
0.02157,4.6404885150796163e-05
0.02158,4.641564071593093e-05
0.02159,4.642639378933267e-05
0.0216,4.643714437273238e-05
0.02161,4.6447892467859005e-05
0.02162,4.645863807643952e-05
0.02163,4.64693812001989e-05
0.02164,4.648012184086012e-05
0.02165,4.649086000014416e-05
0.02166,4.650159567977004e-05
0.02167,4.6512328881454755e-05
0.02168,4.6523059606913353e-05
0.02169,4.6533787857858885e-05
0.0217,4.654451363600245e-05
0.02171,4.6555236943053154e-05
0.02172,4.656595778071813e-05
0.02173,4.657667615070258e-05
0.02174,4.6587392054709714e-05
0.02175,4.659810549444078e-05
0.02176,4.6608816471595104e-05
0.02177,4.661952498787002e-05
0.02178,4.6630231044960954e-05
0.02179,4.6640934644561345e-05
0.0218,4.665163578836273e-05
0.02181,4.6662334478054664e-05
0.02182,4.667303071532479e-05
0.02183,4.668372450185883e-05
0.02184,4.6694415839340545e-05
0.02185,4.670510472945179e-05
0.02186,4.671579117387249e-05
0.02187,4.6726475174280646e-05
0.02188,4.673715673235234e-05
0.02189,4.6747835849761764e-05
0.0219,4.675851252818115e-05
0.02191,4.676918676928087e-05
0.02192,4.677985857472935e-05
0.02193,4.679052794619315e-05
0.02194,4.68011948853369e-05
0.02195,4.6811859393823354e-05
0.02196,4.6822521473313356e-05
0.02197,4.683318112546588e-05
0.02198,4.6843838351937986e-05
0.02199,4.685449315438488e-05
0.022,4.686514553445984e-05
0.02201,4.6875795493814336e-05
0.02202,4.688644303409789e-05
0.02203,4.689708815695821e-05
0.02204,4.6907730864041084e-05
0.02205,4.691837115699047e-05
0.02206,4.692900903744845e-05
0.02207,4.693964450705524e-05
0.02208,4.6950277567449205e-05
0.02209,4.696090822026685e-05
0.0221,4.697153646714283e-05
0.02211,4.698216230970997e-05
0.02212,4.6992785749599216e-05
0.02213,4.700340678843968e-05
0.02214,4.701402542785866e-05
0.02215,4.7024641669481576e-05
0.02216,4.7035255514932054e-05
0.02217,4.704586696583185e-05
0.02218,4.705647602380093e-05
0.02219,4.7067082690457395e-05
0.0222,4.707768696741755e-05
0.02221,4.708828885629589e-05
0.02222,4.709888835870505e-05
0.02223,4.7109485476255895e-05
0.02224,4.712008021055746e-05
0.02225,4.713067256321695e-05
0.02226,4.714126253583981e-05
0.02227,4.715185013002964e-05
0.02228,4.716243534738827e-05
0.02229,4.717301818951573e-05
0.0223,4.718359865801023e-05
0.02231,4.7194176754468215e-05
0.02232,4.720475248048432e-05
0.02233,4.721532583765142e-05
0.02234,4.7225896827560575e-05
0.02235,4.72364654518011e-05
0.02236,4.72470317119605e-05
0.02237,4.725759560962453e-05
0.02238,4.726815714637717e-05
0.02239,4.72787163238006e-05
0.0224,4.728927314347528e-05
0.02241,4.729982760697988e-05
0.02242,4.731037971589129e-05
0.02243,4.732092947178469e-05
0.02244,4.7331476876233466e-05
0.02245,4.7342021930809275e-05
